Santiago;43;Rosario Central;Casado;Secundario
Mariano;50;Hurac�n;Casado;Terciario
Marcelo;44;River;Soltero;Universitario
Yago;32;Independiente;Soltero;Terciario
Mart�n;25;Racing;Casado;Universitario
Juan;30;Boca;Soltero;Universitario
Luis;62;Gimnasia LP;Soltero;Universitario
Mat�as;40;Rosario Central;Casado;Secundario
Santiago;43;Independiente;Casado;Secundario
Yago;26;Gimnasia LP;Casado;Universitario
Enrique;65;Boca;Soltero;Universitario
Alejandro;51;Rosario Central;Soltero;Secundario
Mauro;42;Independiente;Soltero;Secundario
Javier;64;Estudiantes;Soltero;Universitario
Marcelo;37;Gimnasia LP;Soltero;Terciario
Mat�as;19;Velez;Casado;Secundario
Nicol�s;25;Gimnasia LP;Soltero;Secundario
Alejo;68;Independiente;Casado;Terciario
Luis;20;San Lorenzo;Soltero;Universitario
Santiago;48;Racing;Casado;Secundario
Adri�n;55;Gimnasia LP;Soltero;Terciario
Daniel;53;River;Soltero;Universitario
Marcelo;33;Boca;Soltero;Universitario
Juan;43;Independiente;Casado;Secundario
Mariano;43;Racing;Soltero;Terciario
Enrique;36;Estudiantes;Casado;Secundario
Mariano;31;Velez;Soltero;Universitario
Alejandro;53;Racing;Casado;Secundario
Nicol�s;22;Gimnasia LP;Casado;Universitario
Federico;37;Racing;Soltero;Universitario
Enrique;48;Racing;Casado;Universitario
Federico;39;Boca;Casado;Universitario
Fernando;43;Newells;Casado;Secundario
Fernando;41;Boca;Casado;Universitario
Mat�as;61;Boca;Soltero;Terciario
Mat�as;62;Racing;Soltero;Secundario
Yago;68;Independiente;Soltero;Universitario
Marcelo;23;River;Soltero;Terciario
Alejandro;64;Racing;Casado;Secundario
Daniel;35;Hurac�n;Casado;Universitario
Juan;63;River;Casado;Terciario
Mat�as;63;Racing;Soltero;Secundario
Marcelo;52;Estudiantes;Casado;Universitario
Agust�n;69;Boca;Casado;Universitario
Santiago;34;Gimnasia LP;Casado;Terciario
Federico;24;Gimnasia LP;Soltero;Secundario
Alejandro;63;San Lorenzo;Casado;Universitario
Anibal;55;San Lorenzo;Casado;Terciario
Nicol�s;40;Velez;Casado;Terciario
Santiago;18;Boca;Soltero;Terciario
Fernando;48;Rosario Central;Soltero;Terciario
Nicol�s;31;Boca;Casado;Terciario
Juan;49;River;Casado;Secundario
Daniel;33;Gimnasia LP;Soltero;Terciario
Daniel;22;Newells;Soltero;Terciario
Agust�n;35;Racing;Soltero;Terciario
Daniel;34;Newells;Casado;Terciario
Mauro;22;Estudiantes;Soltero;Universitario
Nicol�s;58;Boca;Soltero;Secundario
Juan;52;Racing;Casado;Secundario
Enrique;48;Independiente;Soltero;Terciario
Marcelo;25;Independiente;Casado;Terciario
Anibal;21;River;Casado;Secundario
Luis;50;Racing;Soltero;Secundario
Fernando;35;River;Soltero;Universitario
Santiago;24;Velez;Casado;Universitario
Javier;33;Newells;Soltero;Terciario
Nicol�s;43;Estudiantes;Soltero;Secundario
Nicol�s;35;River;Casado;Secundario
Mauro;63;San Lorenzo;Soltero;Secundario
Mariano;45;River;Casado;Terciario
Enrique;18;Newells;Casado;Secundario
Federico;57;Racing;Soltero;Universitario
Alejo;53;Hurac�n;Casado;Universitario
Fernando;46;San Lorenzo;Soltero;Secundario
Santiago;52;Racing;Casado;Universitario
Santiago;47;Rosario Central;Casado;Secundario
Mariano;45;Boca;Soltero;Secundario
Alejandro;53;Velez;Soltero;Universitario
Fernando;29;Boca;Casado;Universitario
Alejo;47;Independiente;Soltero;Secundario
Nicol�s;37;Estudiantes;Soltero;Terciario
Federico;67;River;Soltero;Terciario
Enrique;41;Estudiantes;Casado;Universitario
Mart�n;43;Newells;Casado;Terciario
Daniel;52;Velez;Soltero;Secundario
Mariano;62;Newells;Soltero;Secundario
Juan;42;Hurac�n;Soltero;Secundario
Federico;20;Newells;Soltero;Secundario
Alejandro;33;Racing;Soltero;Terciario
Yago;60;Rosario Central;Soltero;Secundario
Alejandro;40;Estudiantes;Casado;Terciario
Alejo;51;San Lorenzo;Casado;Universitario
Mat�as;59;Hurac�n;Soltero;Secundario
Nicol�s;59;Gimnasia LP;Soltero;Universitario
Enrique;26;River;Casado;Universitario
Mart�n;64;Racing;Casado;Secundario
Luis;46;Gimnasia LP;Casado;Secundario
Fernando;23;Racing;Soltero;Secundario
Mart�n;59;Newells;Casado;Terciario
Adri�n;58;Newells;Casado;Secundario
Mauro;37;River;Soltero;Universitario
Yago;68;Rosario Central;Casado;Terciario
Alejandro;61;Velez;Casado;Terciario
Mat�as;68;San Lorenzo;Soltero;Terciario
Federico;51;Newells;Soltero;Universitario
Anibal;54;Hurac�n;Soltero;Secundario
Luis;39;Estudiantes;Casado;Universitario
Nicol�s;20;Newells;Soltero;Universitario
Mauro;31;Independiente;Casado;Secundario
Nicol�s;18;Newells;Casado;Universitario
Enrique;42;River;Casado;Terciario
Daniel;20;Gimnasia LP;Soltero;Terciario
Alejo;31;Independiente;Casado;Secundario
Alejo;65;Gimnasia LP;Casado;Secundario
Anibal;63;Independiente;Casado;Terciario
Alejandro;26;Hurac�n;Casado;Universitario
Mariano;22;Gimnasia LP;Casado;Terciario
Agust�n;20;River;Casado;Terciario
Luis;68;River;Soltero;Secundario
Juan;19;San Lorenzo;Soltero;Terciario
Daniel;20;Estudiantes;Soltero;Secundario
Agust�n;50;Independiente;Casado;Universitario
Santiago;35;Hurac�n;Soltero;Terciario
Anibal;23;River;Soltero;Terciario
Mauro;24;Gimnasia LP;Soltero;Universitario
Agust�n;40;Racing;Soltero;Terciario
Enrique;70;Rosario Central;Soltero;Terciario
Nicol�s;45;Racing;Soltero;Terciario
Mauro;63;River;Soltero;Terciario
Daniel;34;Rosario Central;Casado;Secundario
Nicol�s;61;Velez;Soltero;Terciario
Marcelo;37;Hurac�n;Soltero;Terciario
Alejandro;65;Racing;Casado;Terciario
Mat�as;64;San Lorenzo;Soltero;Terciario
Alejo;23;Racing;Soltero;Terciario
Adri�n;51;River;Casado;Universitario
Agust�n;33;Newells;Soltero;Universitario
Enrique;49;Rosario Central;Casado;Secundario
Javier;31;Estudiantes;Casado;Secundario
Nicol�s;37;Hurac�n;Casado;Terciario
Adri�n;33;Hurac�n;Casado;Terciario
Federico;35;Hurac�n;Casado;Secundario
Santiago;24;Boca;Casado;Terciario
Alejandro;64;Velez;Soltero;Secundario
Anibal;57;Velez;Soltero;Terciario
Mart�n;24;Boca;Casado;Secundario
Fernando;19;Rosario Central;Soltero;Terciario
Alejandro;40;Hurac�n;Casado;Universitario
Enrique;36;Independiente;Casado;Universitario
Alejandro;57;San Lorenzo;Soltero;Terciario
Agust�n;24;Estudiantes;Casado;Terciario
Enrique;69;Hurac�n;Casado;Terciario
Mart�n;61;River;Soltero;Terciario
Adri�n;61;Newells;Soltero;Universitario
Santiago;19;Racing;Soltero;Secundario
Mart�n;23;Racing;Soltero;Terciario
Alejandro;55;Racing;Casado;Secundario
Nicol�s;55;River;Soltero;Secundario
Fernando;29;River;Soltero;Terciario
Enrique;52;Gimnasia LP;Soltero;Secundario
Nicol�s;62;Rosario Central;Casado;Terciario
Fernando;18;Boca;Casado;Universitario
Nicol�s;52;Racing;Soltero;Terciario
Nicol�s;70;Rosario Central;Soltero;Terciario
Marcelo;26;Newells;Casado;Universitario
Mart�n;47;Gimnasia LP;Casado;Universitario
Luis;63;San Lorenzo;Casado;Universitario
Enrique;30;Estudiantes;Casado;Secundario
Agust�n;33;Independiente;Soltero;Universitario
Mauro;36;Gimnasia LP;Soltero;Secundario
Alejo;52;Independiente;Soltero;Terciario
Santiago;44;Rosario Central;Casado;Secundario
Agust�n;41;Independiente;Casado;Secundario
Marcelo;35;San Lorenzo;Casado;Universitario
Adri�n;29;Hurac�n;Soltero;Terciario
Mauro;29;Racing;Casado;Universitario
Anibal;31;Boca;Casado;Terciario
Federico;27;Rosario Central;Soltero;Terciario
Javier;51;Racing;Soltero;Universitario
Adri�n;32;Estudiantes;Soltero;Terciario
Nicol�s;53;Newells;Casado;Universitario
Javier;33;Racing;Soltero;Universitario
Juan;28;Rosario Central;Soltero;Secundario
Santiago;31;Hurac�n;Casado;Universitario
Federico;21;Estudiantes;Casado;Universitario
Santiago;48;Velez;Soltero;Secundario
Enrique;47;Estudiantes;Soltero;Terciario
Mat�as;32;River;Soltero;Secundario
Mat�as;18;San Lorenzo;Casado;Terciario
Fernando;67;San Lorenzo;Soltero;Secundario
Adri�n;58;San Lorenzo;Soltero;Terciario
Federico;63;San Lorenzo;Soltero;Secundario
Anibal;37;Rosario Central;Casado;Universitario
Enrique;40;San Lorenzo;Soltero;Terciario
Nicol�s;36;Racing;Casado;Universitario
Mariano;49;Independiente;Casado;Terciario
Fernando;69;Hurac�n;Soltero;Secundario
Mauro;53;Velez;Casado;Terciario
Anibal;42;Gimnasia LP;Soltero;Universitario
Daniel;24;Velez;Casado;Terciario
Yago;38;Rosario Central;Soltero;Universitario
Santiago;25;Newells;Soltero;Secundario
Mauro;37;Velez;Soltero;Universitario
Nicol�s;37;Boca;Casado;Terciario
Juan;55;Estudiantes;Casado;Universitario
Santiago;22;Velez;Soltero;Terciario
Santiago;49;San Lorenzo;Casado;Terciario
Mart�n;51;Gimnasia LP;Casado;Universitario
Mart�n;64;Independiente;Soltero;Universitario
Nicol�s;37;Velez;Casado;Secundario
Juan;70;Velez;Soltero;Terciario
Mart�n;42;Gimnasia LP;Soltero;Universitario
Alejandro;63;Newells;Casado;Universitario
Mariano;38;Racing;Soltero;Universitario
Nicol�s;64;San Lorenzo;Soltero;Terciario
Adri�n;65;Estudiantes;Soltero;Secundario
Alejandro;45;Rosario Central;Soltero;Secundario
Alejo;45;Independiente;Casado;Universitario
Javier;34;Velez;Casado;Secundario
Mariano;42;River;Soltero;Terciario
Mariano;28;River;Casado;Secundario
Alejo;46;San Lorenzo;Casado;Secundario
Nicol�s;62;Newells;Soltero;Terciario
Javier;70;River;Casado;Terciario
Alejo;44;San Lorenzo;Casado;Terciario
Alejandro;54;San Lorenzo;Casado;Universitario
Alejo;67;Gimnasia LP;Casado;Universitario
Juan;37;Estudiantes;Soltero;Universitario
Daniel;20;Gimnasia LP;Casado;Universitario
Alejo;27;Independiente;Soltero;Terciario
Federico;52;Independiente;Casado;Universitario
Adri�n;56;River;Soltero;Secundario
Adri�n;33;Rosario Central;Soltero;Universitario
Alejandro;69;Independiente;Casado;Terciario
Anibal;47;Hurac�n;Casado;Terciario
Santiago;32;Independiente;Soltero;Terciario
Alejo;48;Estudiantes;Casado;Terciario
Mariano;23;Independiente;Casado;Terciario
Federico;69;River;Soltero;Secundario
Luis;63;River;Casado;Secundario
Yago;21;San Lorenzo;Casado;Secundario
Luis;59;Independiente;Soltero;Universitario
Alejandro;59;Boca;Soltero;Universitario
Nicol�s;70;Rosario Central;Soltero;Secundario
Adri�n;49;Hurac�n;Soltero;Universitario
Mart�n;37;Estudiantes;Soltero;Universitario
Federico;66;Racing;Casado;Universitario
Fernando;55;Velez;Soltero;Secundario
Fernando;56;Rosario Central;Casado;Secundario
Daniel;33;Racing;Soltero;Universitario
Juan;32;Boca;Soltero;Secundario
Enrique;68;Rosario Central;Casado;Secundario
Juan;38;Rosario Central;Soltero;Universitario
Mariano;50;Hurac�n;Soltero;Terciario
Enrique;65;Hurac�n;Casado;Terciario
Alejo;58;Hurac�n;Soltero;Terciario
Federico;40;Boca;Soltero;Universitario
Mariano;51;Hurac�n;Casado;Universitario
Agust�n;64;Rosario Central;Casado;Terciario
Mat�as;55;Rosario Central;Casado;Terciario
Santiago;27;Boca;Casado;Universitario
Santiago;25;Gimnasia LP;Casado;Secundario
Mariano;28;Gimnasia LP;Casado;Terciario
Mart�n;23;Rosario Central;Soltero;Terciario
Federico;50;Racing;Casado;Universitario
Anibal;26;San Lorenzo;Casado;Universitario
Mart�n;63;Racing;Soltero;Terciario
Yago;60;San Lorenzo;Soltero;Secundario
Mariano;46;Boca;Casado;Universitario
Agust�n;38;River;Casado;Secundario
Luis;30;Rosario Central;Soltero;Universitario
Federico;22;Velez;Casado;Universitario
Enrique;62;River;Casado;Universitario
Mat�as;21;Estudiantes;Soltero;Secundario
Mauro;52;Newells;Soltero;Terciario
Javier;26;Independiente;Casado;Secundario
Adri�n;57;Hurac�n;Casado;Terciario
Marcelo;69;Rosario Central;Soltero;Secundario
Alejo;25;Gimnasia LP;Casado;Secundario
Juan;21;San Lorenzo;Soltero;Terciario
Santiago;59;Independiente;Soltero;Universitario
Mariano;37;Newells;Soltero;Universitario
Mauro;40;Rosario Central;Casado;Secundario
Anibal;63;Hurac�n;Casado;Secundario
Adri�n;29;Independiente;Casado;Universitario
Mat�as;66;Velez;Soltero;Terciario
Mat�as;42;Rosario Central;Casado;Secundario
Agust�n;57;Rosario Central;Casado;Secundario
Mat�as;24;Gimnasia LP;Casado;Secundario
Mauro;21;Independiente;Casado;Universitario
Anibal;19;Velez;Casado;Terciario
Mart�n;40;Rosario Central;Soltero;Secundario
Nicol�s;54;Estudiantes;Casado;Universitario
Mart�n;41;Gimnasia LP;Soltero;Terciario
Agust�n;42;Newells;Soltero;Terciario
Nicol�s;20;Newells;Soltero;Terciario
Fernando;21;Estudiantes;Soltero;Secundario
Mariano;54;Newells;Casado;Secundario
Alejo;20;San Lorenzo;Soltero;Universitario
Adri�n;70;Rosario Central;Soltero;Universitario
Anibal;37;Gimnasia LP;Soltero;Universitario
Mauro;19;Gimnasia LP;Casado;Terciario
Juan;70;San Lorenzo;Soltero;Terciario
Yago;65;Racing;Soltero;Universitario
Nicol�s;42;Boca;Soltero;Secundario
Luis;51;River;Casado;Secundario
Mariano;20;Velez;Soltero;Secundario
Luis;18;Racing;Soltero;Terciario
Daniel;65;Estudiantes;Casado;Secundario
Yago;66;Racing;Casado;Terciario
Fernando;55;River;Casado;Terciario
Marcelo;24;Boca;Soltero;Terciario
Yago;54;Independiente;Casado;Terciario
Santiago;61;Independiente;Soltero;Universitario
Mauro;59;Gimnasia LP;Soltero;Secundario
Adri�n;24;San Lorenzo;Soltero;Secundario
Juan;39;Boca;Soltero;Terciario
Nicol�s;37;Velez;Soltero;Secundario
Anibal;27;Velez;Casado;Universitario
Adri�n;24;Newells;Casado;Secundario
Mauro;35;San Lorenzo;Soltero;Terciario
Santiago;36;River;Soltero;Terciario
Federico;62;Gimnasia LP;Casado;Terciario
Daniel;64;Racing;Casado;Secundario
Luis;63;Estudiantes;Casado;Secundario
Nicol�s;41;Independiente;Soltero;Terciario
Anibal;18;Velez;Soltero;Secundario
Anibal;60;San Lorenzo;Soltero;Universitario
Enrique;41;Newells;Casado;Terciario
Adri�n;22;Newells;Casado;Terciario
Alejandro;28;River;Casado;Universitario
Nicol�s;20;Newells;Casado;Terciario
Alejandro;50;San Lorenzo;Soltero;Universitario
Marcelo;32;Velez;Casado;Universitario
Alejandro;56;River;Casado;Terciario
Enrique;56;Gimnasia LP;Soltero;Terciario
Enrique;46;Velez;Casado;Secundario
Santiago;70;Newells;Casado;Secundario
Santiago;31;Estudiantes;Soltero;Universitario
Mart�n;61;San Lorenzo;Soltero;Universitario
Nicol�s;30;River;Soltero;Terciario
Agust�n;24;Hurac�n;Casado;Terciario
Fernando;56;Rosario Central;Soltero;Secundario
Daniel;63;Rosario Central;Casado;Universitario
Federico;25;Hurac�n;Soltero;Terciario
Enrique;23;Gimnasia LP;Soltero;Universitario
Daniel;70;Hurac�n;Soltero;Terciario
Alejandro;45;Rosario Central;Soltero;Terciario
Federico;35;San Lorenzo;Casado;Terciario
Alejandro;55;Racing;Soltero;Universitario
Daniel;53;San Lorenzo;Casado;Universitario
Fernando;27;Boca;Soltero;Secundario
Fernando;64;Velez;Casado;Secundario
Fernando;55;Boca;Soltero;Universitario
Juan;24;Racing;Soltero;Universitario
Adri�n;58;Racing;Casado;Secundario
Daniel;39;Gimnasia LP;Soltero;Universitario
Enrique;57;Velez;Soltero;Terciario
Adri�n;30;Independiente;Soltero;Terciario
Federico;48;Racing;Casado;Secundario
Agust�n;54;Estudiantes;Soltero;Universitario
Yago;49;Boca;Soltero;Secundario
Juan;29;Newells;Soltero;Terciario
Nicol�s;23;Velez;Casado;Terciario
Juan;70;Newells;Soltero;Terciario
Nicol�s;68;Estudiantes;Casado;Terciario
Mart�n;30;River;Soltero;Terciario
Anibal;55;Gimnasia LP;Casado;Terciario
Luis;40;Velez;Casado;Secundario
Nicol�s;35;Hurac�n;Soltero;Secundario
Daniel;50;Hurac�n;Soltero;Secundario
Javier;20;River;Soltero;Secundario
Mat�as;26;Independiente;Casado;Terciario
Agust�n;47;Racing;Casado;Terciario
Santiago;35;Rosario Central;Casado;Terciario
Daniel;19;Racing;Casado;Universitario
Mart�n;32;Hurac�n;Casado;Universitario
Fernando;29;Hurac�n;Soltero;Universitario
Juan;38;Boca;Casado;Secundario
Agust�n;47;Estudiantes;Casado;Terciario
Javier;20;Gimnasia LP;Casado;Terciario
Marcelo;66;River;Casado;Universitario
Fernando;20;Independiente;Soltero;Terciario
Nicol�s;59;River;Casado;Terciario
Enrique;41;Estudiantes;Casado;Universitario
Santiago;64;Rosario Central;Casado;Secundario
Fernando;68;Gimnasia LP;Soltero;Secundario
Javier;43;Independiente;Casado;Secundario
Adri�n;31;Newells;Casado;Universitario
Mauro;22;Independiente;Casado;Universitario
Agust�n;63;Velez;Casado;Universitario
Fernando;34;Velez;Soltero;Secundario
Anibal;40;Estudiantes;Casado;Terciario
Alejandro;19;Independiente;Soltero;Secundario
Mariano;52;Newells;Casado;Secundario
Alejandro;34;Estudiantes;Soltero;Universitario
Javier;49;San Lorenzo;Casado;Universitario
Mauro;19;Gimnasia LP;Soltero;Secundario
Mart�n;28;Independiente;Soltero;Universitario
Luis;59;River;Casado;Universitario
Marcelo;58;San Lorenzo;Soltero;Terciario
Mart�n;32;Velez;Soltero;Terciario
Mauro;60;Newells;Soltero;Secundario
Mat�as;37;Boca;Soltero;Secundario
Yago;56;Rosario Central;Soltero;Universitario
Mariano;66;Gimnasia LP;Casado;Secundario
Federico;45;Boca;Casado;Universitario
Anibal;70;Newells;Soltero;Universitario
Alejo;38;San Lorenzo;Soltero;Terciario
Anibal;61;San Lorenzo;Soltero;Terciario
Nicol�s;59;Rosario Central;Soltero;Secundario
Enrique;55;Independiente;Casado;Universitario
Alejo;62;Velez;Soltero;Terciario
Mauro;55;San Lorenzo;Casado;Secundario
Santiago;47;Newells;Soltero;Secundario
Luis;34;Velez;Soltero;Universitario
Javier;51;Newells;Casado;Universitario
Daniel;50;Estudiantes;Soltero;Universitario
Mariano;32;Estudiantes;Casado;Terciario
Agust�n;63;River;Soltero;Terciario
Mat�as;53;Rosario Central;Casado;Secundario
Mariano;35;Newells;Soltero;Terciario
Marcelo;64;Hurac�n;Casado;Universitario
Mariano;62;Newells;Soltero;Terciario
Mart�n;26;Gimnasia LP;Casado;Secundario
Enrique;34;Boca;Casado;Terciario
Juan;24;Estudiantes;Soltero;Universitario
Federico;49;Velez;Casado;Terciario
Luis;60;River;Casado;Secundario
Luis;23;Rosario Central;Soltero;Terciario
Mat�as;69;Boca;Casado;Universitario
Adri�n;30;Boca;Soltero;Terciario
Santiago;21;Hurac�n;Casado;Secundario
Luis;56;Gimnasia LP;Soltero;Secundario
Enrique;50;River;Soltero;Universitario
Agust�n;35;Gimnasia LP;Soltero;Terciario
Nicol�s;68;Independiente;Soltero;Terciario
Federico;27;Newells;Soltero;Terciario
Nicol�s;52;Velez;Soltero;Terciario
Adri�n;47;Velez;Soltero;Secundario
Juan;59;River;Casado;Secundario
Alejo;25;Independiente;Casado;Secundario
Luis;70;Rosario Central;Soltero;Universitario
Marcelo;27;Estudiantes;Soltero;Universitario
Federico;47;Estudiantes;Soltero;Terciario
Mariano;51;San Lorenzo;Soltero;Universitario
Agust�n;24;Gimnasia LP;Soltero;Secundario
Javier;51;Hurac�n;Casado;Terciario
Mauro;18;Boca;Casado;Universitario
Mat�as;20;Gimnasia LP;Casado;Terciario
Alejo;60;Rosario Central;Casado;Secundario
Alejo;64;Gimnasia LP;Casado;Secundario
Daniel;58;San Lorenzo;Casado;Terciario
Yago;24;Rosario Central;Soltero;Secundario
Luis;64;Rosario Central;Casado;Universitario
Juan;24;San Lorenzo;Casado;Secundario
Agust�n;33;Estudiantes;Casado;Secundario
Luis;44;River;Soltero;Universitario
Javier;31;San Lorenzo;Soltero;Terciario
Yago;33;San Lorenzo;Soltero;Terciario
Yago;60;San Lorenzo;Casado;Secundario
Mat�as;48;Boca;Casado;Secundario
Santiago;65;Rosario Central;Casado;Secundario
Mat�as;37;Independiente;Casado;Universitario
Javier;28;Velez;Casado;Secundario
Marcelo;68;Rosario Central;Casado;Universitario
Alejo;62;Velez;Casado;Terciario
Adri�n;56;Boca;Soltero;Terciario
Santiago;51;Newells;Casado;Secundario
Mat�as;32;Racing;Soltero;Universitario
Nicol�s;63;Independiente;Casado;Universitario
Juan;31;River;Soltero;Universitario
Santiago;62;Boca;Soltero;Universitario
Javier;29;San Lorenzo;Casado;Universitario
Mauro;53;Newells;Soltero;Secundario
Federico;46;River;Soltero;Terciario
Javier;51;Boca;Casado;Terciario
Nicol�s;45;River;Casado;Terciario
Anibal;19;Velez;Soltero;Universitario
Enrique;28;San Lorenzo;Soltero;Secundario
Mariano;23;Hurac�n;Casado;Secundario
Mauro;35;Racing;Casado;Terciario
Mart�n;56;Hurac�n;Soltero;Secundario
Santiago;28;River;Soltero;Universitario
Yago;36;Racing;Soltero;Terciario
Marcelo;36;Racing;Casado;Universitario
Adri�n;56;Hurac�n;Soltero;Terciario
Luis;49;Racing;Casado;Terciario
Alejo;44;Racing;Soltero;Secundario
Juan;60;Velez;Soltero;Secundario
Santiago;45;Racing;Soltero;Secundario
Luis;48;Newells;Soltero;Secundario
Luis;53;Rosario Central;Soltero;Terciario
Adri�n;28;Velez;Soltero;Terciario
Daniel;31;Racing;Casado;Universitario
Mauro;51;Newells;Soltero;Secundario
Juan;53;Independiente;Casado;Secundario
Luis;37;River;Soltero;Secundario
Mauro;63;Gimnasia LP;Casado;Terciario
Mariano;44;Gimnasia LP;Soltero;Universitario
Mat�as;33;San Lorenzo;Casado;Terciario
Federico;33;San Lorenzo;Casado;Terciario
Adri�n;70;Independiente;Casado;Terciario
Anibal;56;Independiente;Casado;Secundario
Marcelo;18;Independiente;Casado;Secundario
Javier;43;Newells;Casado;Terciario
Juan;33;Estudiantes;Casado;Secundario
Anibal;52;Hurac�n;Soltero;Terciario
Daniel;35;Boca;Casado;Secundario
Fernando;42;Estudiantes;Casado;Terciario
Anibal;59;Independiente;Soltero;Universitario
Luis;36;Velez;Soltero;Terciario
Mat�as;30;Newells;Soltero;Secundario
Anibal;44;Racing;Soltero;Universitario
Mariano;60;Hurac�n;Soltero;Universitario
Nicol�s;65;San Lorenzo;Casado;Universitario
Agust�n;19;Estudiantes;Casado;Universitario
Mariano;57;Newells;Casado;Secundario
Federico;42;Hurac�n;Casado;Universitario
Daniel;25;Rosario Central;Soltero;Secundario
Javier;65;Estudiantes;Casado;Terciario
Daniel;30;Racing;Soltero;Terciario
Nicol�s;67;Gimnasia LP;Soltero;Universitario
Anibal;50;Rosario Central;Casado;Terciario
Daniel;63;Rosario Central;Casado;Universitario
Agust�n;64;Estudiantes;Casado;Secundario
Alejandro;49;Newells;Soltero;Terciario
Anibal;55;Gimnasia LP;Soltero;Secundario
Adri�n;44;Boca;Casado;Secundario
Santiago;51;Independiente;Soltero;Terciario
Nicol�s;55;Independiente;Soltero;Universitario
Adri�n;62;Independiente;Casado;Terciario
Mauro;45;Hurac�n;Casado;Secundario
Daniel;60;Rosario Central;Casado;Universitario
Alejo;50;Racing;Casado;Universitario
Anibal;67;San Lorenzo;Casado;Secundario
Mariano;43;Racing;Casado;Universitario
Fernando;46;Independiente;Casado;Universitario
Anibal;38;Racing;Soltero;Universitario
Alejo;32;Estudiantes;Casado;Terciario
Daniel;42;Racing;Casado;Terciario
Enrique;28;Gimnasia LP;Casado;Universitario
Daniel;57;Hurac�n;Casado;Terciario
Federico;55;Newells;Soltero;Terciario
Daniel;18;Velez;Soltero;Terciario
Daniel;47;Hurac�n;Casado;Universitario
Daniel;48;River;Casado;Secundario
Mariano;31;Hurac�n;Casado;Secundario
Juan;27;Velez;Soltero;Universitario
Yago;34;Newells;Casado;Terciario
Mauro;66;Racing;Casado;Secundario
Federico;55;Rosario Central;Soltero;Terciario
Daniel;53;Gimnasia LP;Soltero;Terciario
Agust�n;55;Hurac�n;Soltero;Universitario
Enrique;55;Hurac�n;Soltero;Universitario
Mat�as;37;San Lorenzo;Casado;Terciario
Mat�as;43;Racing;Casado;Terciario
Enrique;23;Estudiantes;Casado;Terciario
Enrique;60;Gimnasia LP;Casado;Secundario
Mauro;18;San Lorenzo;Soltero;Terciario
Yago;65;Velez;Soltero;Universitario
Mat�as;64;Gimnasia LP;Casado;Terciario
Nicol�s;33;Newells;Soltero;Secundario
Daniel;21;Boca;Soltero;Terciario
Santiago;60;River;Soltero;Secundario
Alejandro;29;Velez;Soltero;Secundario
Juan;52;Hurac�n;Casado;Terciario
Mart�n;48;Newells;Soltero;Universitario
Federico;46;Racing;Soltero;Secundario
Nicol�s;47;Gimnasia LP;Casado;Secundario
Juan;63;Gimnasia LP;Casado;Universitario
Anibal;50;Rosario Central;Soltero;Terciario
Yago;29;Hurac�n;Soltero;Secundario
Mat�as;36;Estudiantes;Soltero;Universitario
Mariano;63;Estudiantes;Casado;Universitario
Mariano;58;Estudiantes;Casado;Secundario
Anibal;35;Estudiantes;Soltero;Universitario
Alejo;47;Velez;Casado;Universitario
Alejandro;28;Newells;Soltero;Secundario
Yago;30;Velez;Soltero;Universitario
Luis;45;San Lorenzo;Soltero;Secundario
Anibal;27;Hurac�n;Soltero;Universitario
Alejo;40;Rosario Central;Soltero;Universitario
Daniel;21;Velez;Soltero;Secundario
Adri�n;26;Velez;Soltero;Terciario
Adri�n;70;Newells;Soltero;Secundario
Marcelo;54;Independiente;Soltero;Terciario
Fernando;43;Boca;Soltero;Secundario
Daniel;46;River;Soltero;Terciario
Mauro;36;Velez;Casado;Terciario
Adri�n;29;Racing;Soltero;Secundario
Juan;26;Racing;Casado;Secundario
Juan;69;Independiente;Soltero;Terciario
Mariano;63;Independiente;Soltero;Universitario
Nicol�s;58;Velez;Soltero;Terciario
Yago;38;Rosario Central;Casado;Secundario
Mart�n;70;Estudiantes;Casado;Secundario
Juan;62;Newells;Casado;Secundario
Enrique;24;River;Soltero;Secundario
Santiago;29;Velez;Soltero;Secundario
Yago;18;Racing;Soltero;Terciario
Federico;36;Independiente;Soltero;Secundario
Adri�n;40;River;Casado;Universitario
Mauro;20;Newells;Soltero;Universitario
Federico;59;Rosario Central;Soltero;Secundario
Anibal;22;Rosario Central;Soltero;Terciario
Mart�n;64;Gimnasia LP;Casado;Universitario
Alejandro;70;Velez;Casado;Universitario
Luis;32;River;Casado;Secundario
Nicol�s;42;River;Casado;Universitario
Agust�n;25;Racing;Soltero;Terciario
Anibal;39;Velez;Casado;Terciario
Alejandro;32;Gimnasia LP;Casado;Secundario
Enrique;42;San Lorenzo;Casado;Terciario
Alejo;29;San Lorenzo;Casado;Terciario
Mat�as;50;Estudiantes;Casado;Secundario
Santiago;70;Hurac�n;Casado;Terciario
Mauro;60;River;Casado;Universitario
Fernando;42;Estudiantes;Casado;Secundario
Alejo;66;River;Soltero;Universitario
Enrique;70;Gimnasia LP;Casado;Secundario
Juan;21;Estudiantes;Casado;Secundario
Mart�n;60;Velez;Soltero;Secundario
Juan;57;San Lorenzo;Casado;Secundario
Alejandro;18;Rosario Central;Casado;Terciario
Luis;34;Boca;Soltero;Secundario
Agust�n;44;Rosario Central;Soltero;Universitario
Santiago;20;Boca;Soltero;Universitario
